pair_idx,imageA_name,imageB_name,annotation_idx,pt1_img,pt1_x,pt1_y,pt2_img,pt2_x,pt2_y,label,temperature
12,Moon_5_1693360330075011584.png,Moon_8_1693502153653730560.png,2,0,566,685,0,516,278,-1,0.1039
13,Moon_2_1693278932155876608.png,Moon_7_1693385332867557120.png,0,1,617,699,0,338,214,-1,0.1270
13,Moon_2_1693278932155876608.png,Moon_7_1693385332867557120.png,1,1,649,374,0,452,544,0,0.1270
13,Moon_2_1693278932155876608.png,Moon_7_1693385332867557120.png,2,1,566,886,0,900,704,0,0.1270
14,Moon_2_1693278859570071552.png,Moon_2_1693278967177744128.png,0,0,777,452,1,694,626,0,0.1458
14,Moon_2_1693278859570071552.png,Moon_2_1693278967177744128.png,1,1,589,781,0,201,699,0,0.1458
14,Moon_2_1693278859570071552.png,Moon_2_1693278967177744128.png,2,0,214,178,1,736,374,1,0.1458
15,Moon_3_1693290413695447040.png,Moon_9_1692602042543481088.png,0,1,786,169,0,466,882,1,0.0282
15,Moon_3_1693290413695447040.png,Moon_9_1692602042543481088.png,1,1,630,393,0,320,109,-1,0.0282
15,Moon_3_1693290413695447040.png,Moon_9_1692602042543481088.png,2,0,726,484,1,210,347,0,0.0282
16,Moon_2_1693278965012056320.png,Moon_5_1693360201628924416.png,0,0,681,265,1,758,329,1,0.0614
16,Moon_2_1693278965012056320.png,Moon_5_1693360201628924416.png,1,0,845,306,0,475,182,-1,0.0614
16,Moon_2_1693278965012056320.png,Moon_5_1693360201628924416.png,2,0,109,397,0,155,187,-1,0.0614
17,Moon_3_1693290476041540608.png,Moon_9_1692601894071181568.png,0,1,864,790,0,717,228,-1,0.2782
17,Moon_3_1693290476041540608.png,Moon_9_1692601894071181568.png,1,0,173,365,1,864,489,1,0.2782
17,Moon_3_1693290476041540608.png,Moon_9_1692601894071181568.png,2,0,246,498,1,480,187,-1,0.2782
18,Moon_1_1693274804493059072.png,Moon_3_1693290384655752192.png,0,1,406,836,1,228,594,0,0.2911
18,Moon_1_1693274804493059072.png,Moon_3_1693290384655752192.png,1,1,795,548,1,653,201,-1,0.2911
18,Moon_1_1693274804493059072.png,Moon_3_1693290384655752192.png,2,1,534,438,1,745,329,-1,0.2911
19,Moon_2_1693278912378767872.png,Moon_9_1692602011536411904.png,0,0,800,425,0,480,566,0,0.1394
19,Moon_2_1693278912378767872.png,Moon_9_1692602011536411904.png,1,0,589,324,1,237,576,0,0.1394
19,Moon_2_1693278912378767872.png,Moon_9_1692602011536411904.png,2,0,708,886,1,301,324,-1,0.1394
20,Moon_2_1693278896927810048.png,Moon_3_1693290460440525568.png,0,1,320,539,1,758,256,-1,0.2139
20,Moon_2_1693278896927810048.png,Moon_3_1693290460440525568.png,1,1,338,288,1,269,882,1,0.2139
20,Moon_2_1693278896927810048.png,Moon_3_1693290460440525568.png,2,0,370,594,0,502,420,1,0.2139
21,Moon_2_1693278811002454784.png,Moon_8_1693502080256314112.png,0,1,118,598,1,772,635,0,0.2723
21,Moon_2_1693278811002454784.png,Moon_8_1693502080256314112.png,1,1,621,288,1,347,132,-1,0.2723
21,Moon_2_1693278811002454784.png,Moon_8_1693502080256314112.png,2,0,338,246,1,539,649,1,0.2723
22,Moon_1_1693274738068743680.png,Moon_4_1693297670029341696.png,0,0,173,260,1,118,160,-1,0.0142
22,Moon_1_1693274738068743680.png,Moon_4_1693297670029341696.png,1,0,868,210,1,653,324,1,0.0142
22,Moon_1_1693274738068743680.png,Moon_4_1693297670029341696.png,2,0,539,274,1,690,900,1,0.0142
23,Moon_3_1693290449287930624.png,Moon_7_1693385259572849408.png,0,0,658,242,1,461,562,1,0.2649
23,Moon_3_1693290449287930624.png,Moon_7_1693385259572849408.png,1,0,178,722,1,672,873,0,0.2649
23,Moon_3_1693290449287930624.png,Moon_7_1693385259572849408.png,2,1,164,448,0,800,909,1,0.2649
24,Moon_3_1693290349038439936.png,Moon_8_1693502057963283712.png,0,1,562,214,1,882,704,1,0.2460
24,Moon_3_1693290349038439936.png,Moon_8_1693502057963283712.png,1,0,539,489,1,708,301,-1,0.2460
24,Moon_3_1693290349038439936.png,Moon_8_1693502057963283712.png,2,0,105,484,0,470,859,0,0.2460
25,Moon_3_1693290431474983424.png,Moon_9_1692601922916587520.png,0,0,877,790,0,649,918,0,0.4154
25,Moon_3_1693290431474983424.png,Moon_9_1692601922916587520.png,1,1,480,626,0,137,790,0,0.4154
25,Moon_3_1693290431474983424.png,Moon_9_1692601922916587520.png,2,0,873,269,0,393,672,0,0.4154
26,Moon_2_1693278846265143808.png,Moon_3_1693290422532899072.png,0,0,699,155,1,864,740,1,0.2438
26,Moon_2_1693278846265143808.png,Moon_3_1693290422532899072.png,1,0,868,795,0,621,566,0,0.2438
26,Moon_2_1693278846265143808.png,Moon_3_1693290422532899072.png,2,1,644,704,1,434,832,0,0.2438
27,Moon_9_1692601834098832896.png,Moon_9_1692602013868684288.png,0,1,196,809,0,370,553,-1,0.1759
27,Moon_9_1692601834098832896.png,Moon_9_1692602013868684288.png,1,0,347,329,1,347,909,-1,0.1759
27,Moon_9_1692601834098832896.png,Moon_9_1692602013868684288.png,2,1,114,150,1,813,251,0,0.1759
28,Moon_2_1693278866087198976.png,Moon_9_1692602038134557696.png,0,0,434,905,0,388,452,1,0.1249
28,Moon_2_1693278866087198976.png,Moon_9_1692602038134557696.png,1,1,443,480,0,228,891,0,0.1249
28,Moon_2_1693278866087198976.png,Moon_9_1692602038134557696.png,2,0,210,589,1,338,278,-1,0.1249
29,Moon_1_1693274755786005504.png,Moon_3_1693290429258062336.png,0,0,461,196,0,169,384,1,0.3275
29,Moon_1_1693274755786005504.png,Moon_3_1693290429258062336.png,1,0,630,521,1,242,516,-1,0.3275
29,Moon_1_1693274755786005504.png,Moon_3_1693290429258062336.png,2,0,292,512,0,763,662,0,0.3275
30,Moon_8_1693502147039251712.png,Moon_9_1692601874047378944.png,0,0,164,502,0,493,292,-1,0.0802
30,Moon_8_1693502147039251712.png,Moon_9_1692601874047378944.png,1,1,219,617,0,704,310,0,0.0802
30,Moon_8_1693502147039251712.png,Moon_9_1692601874047378944.png,2,0,676,507,1,251,251,-1,0.0802
31,Moon_5_1693360239350807296.png,Moon_7_1693385335183595008.png,0,1,470,507,1,868,260,-1,0.1993
31,Moon_5_1693360239350807296.png,Moon_7_1693385335183595008.png,1,1,169,525,0,160,201,-1,0.1993
31,Moon_5_1693360239350807296.png,Moon_7_1693385335183595008.png,2,1,443,146,0,416,214,1,0.1993
32,Moon_6_1693382786526622720.png,Moon_9_1692601942806902016.png,0,1,832,809,0,150,233,-1,0.2635
32,Moon_6_1693382786526622720.png,Moon_9_1692601942806902016.png,1,1,672,214,0,434,886,1,0.2635
32,Moon_6_1693382786526622720.png,Moon_9_1692601942806902016.png,2,1,164,717,0,868,658,0,0.2635
33,Moon_7_1693385266226217984.png,Moon_9_1692602004917541120.png,0,0,507,617,0,873,246,-1,0.0427
33,Moon_7_1693385266226217984.png,Moon_9_1692602004917541120.png,1,1,717,909,0,548,315,-1,0.0427
33,Moon_7_1693385266226217984.png,Moon_9_1692602004917541120.png,2,1,900,342,0,420,768,-1,0.0427
34,Moon_2_1693278808819197184.png,Moon_5_1693360198966960128.png,0,0,310,260,1,329,118,-1,0.3405
34,Moon_2_1693278808819197184.png,Moon_5_1693360198966960128.png,1,0,886,393,1,672,598,1,0.3405
34,Moon_2_1693278808819197184.png,Moon_5_1693360198966960128.png,2,1,466,196,0,544,818,1,0.3405
35,Moon_4_1693297592631691520.png,Moon_4_1693297612540696576.png,0,0,576,411,1,448,237,-1,0.2232
35,Moon_4_1693297592631691520.png,Moon_4_1693297612540696576.png,1,1,859,530,1,283,804,0,0.2232
35,Moon_4_1693297592631691520.png,Moon_4_1693297612540696576.png,2,1,900,841,1,393,566,0,0.2232
36,Moon_2_1693278958384349696.png,Moon_4_1693297574019004160.png,0,0,585,836,1,640,297,-1,0.0760
36,Moon_2_1693278958384349696.png,Moon_4_1693297574019004160.png,1,0,626,283,0,795,909,1,0.0760
36,Moon_2_1693278958384349696.png,Moon_4_1693297574019004160.png,2,0,361,370,1,694,105,-1,0.0760
37,Moon_1_1693274786817481984.png,Moon_5_1693360248242823424.png,0,1,320,484,1,269,864,1,0.1982
37,Moon_1_1693274786817481984.png,Moon_5_1693360248242823424.png,1,1,795,882,1,566,493,0,0.1982
37,Moon_1_1693274786817481984.png,Moon_5_1693360248242823424.png,2,0,649,681,0,530,347,0,0.1982
38,Moon_4_1693297667829182720.png,Moon_7_1693385279607990016.png,0,1,795,713,0,219,182,-1,0.2949
38,Moon_4_1693297667829182720.png,Moon_7_1693385279607990016.png,1,0,123,754,1,228,909,1,0.2949
38,Moon_4_1693297667829182720.png,Moon_7_1693385279607990016.png,2,0,516,905,0,507,603,0,0.2949
39,Moon_6_1693382777701312000.png,Moon_7_1693385224070302720.png,0,1,100,132,0,493,169,0,0.3933
39,Moon_6_1693382777701312000.png,Moon_7_1693385224070302720.png,1,0,836,667,1,621,662,0,0.3933
39,Moon_6_1693382777701312000.png,Moon_7_1693385224070302720.png,2,1,795,717,1,914,137,-1,0.3933
40,Moon_4_1693297597048478976.png,Moon_4_1693297605898856960.png,0,0,818,868,0,681,292,-1,0.3111
40,Moon_4_1693297597048478976.png,Moon_4_1693297605898856960.png,1,1,155,233,1,502,521,1,0.3111
40,Moon_4_1693297597048478976.png,Moon_4_1693297605898856960.png,2,1,864,173,0,726,557,1,0.3111
41,Moon_3_1693290435900056320.png,Moon_8_1693502037902593280.png,0,1,192,493,0,896,324,-1,0.2535
41,Moon_3_1693290435900056320.png,Moon_8_1693502037902593280.png,1,1,594,365,1,443,694,0,0.2535
41,Moon_3_1693290435900056320.png,Moon_8_1693502037902593280.png,2,0,699,640,0,416,557,0,0.2535
42,Moon_1_1693274789009146112.png,Moon_3_1693290447071252224.png,0,0,539,713,1,288,178,-1,0.3493
42,Moon_1_1693274789009146112.png,Moon_3_1693290447071252224.png,1,1,457,717,0,297,731,0,0.3493
42,Moon_1_1693274789009146112.png,Moon_3_1693290447071252224.png,2,0,187,402,1,795,850,0,0.3493
43,Moon_2_1693278797776911104.png,Moon_7_1693385284041318912.png,0,0,457,361,1,512,233,-1,0.0249
43,Moon_2_1693278797776911104.png,Moon_7_1693385284041318912.png,1,1,379,352,0,100,402,1,0.0249
43,Moon_2_1693278797776911104.png,Moon_7_1693385284041318912.png,2,0,173,233,1,443,594,1,0.0249
44,Moon_3_1693290355663633664.png,Moon_3_1693290478249718784.png,0,0,100,242,0,365,900,1,0.0226
44,Moon_3_1693290355663633664.png,Moon_3_1693290478249718784.png,1,0,553,786,0,653,278,-1,0.0226
44,Moon_3_1693290355663633664.png,Moon_3_1693290478249718784.png,2,0,690,461,1,598,315,-1,0.0226
45,Moon_3_1693290360204965632.png,Moon_9_1692601885202803456.png,0,1,914,480,0,265,827,0,0.3980
45,Moon_3_1693290360204965632.png,Moon_9_1692601885202803456.png,1,0,329,690,1,589,457,0,0.3980
45,Moon_3_1693290360204965632.png,Moon_9_1692601885202803456.png,2,1,384,877,0,329,461,0,0.3980
46,Moon_5_1693360349893497088.png,Moon_9_1692601889635585280.png,0,0,653,393,1,649,292,-1,0.2142
46,Moon_5_1693360349893497088.png,Moon_9_1692601889635585280.png,1,1,489,859,1,233,470,1,0.2142
46,Moon_5_1693360349893497088.png,Moon_9_1692601889635585280.png,2,1,818,795,0,598,182,-1,0.2142
47,Moon_7_1693385368494605568.png,Moon_9_1692601947340708352.png,0,0,301,630,1,722,356,1,0.2288
47,Moon_7_1693385368494605568.png,Moon_9_1692601947340708352.png,1,0,598,155,1,548,502,1,0.2288
47,Moon_7_1693385368494605568.png,Moon_9_1692601947340708352.png,2,0,877,681,0,850,242,-1,0.2288
48,Moon_5_1693360228254696448.png,Moon_6_1693382839690112768.png,0,0,594,690,1,658,251,-1,0.4647
48,Moon_5_1693360228254696448.png,Moon_6_1693382839690112768.png,1,0,434,598,1,914,438,0,0.4647
48,Moon_5_1693360228254696448.png,Moon_6_1693382839690112768.png,2,1,681,818,1,182,822,0,0.4647
49,Moon_2_1693278888246354688.png,Moon_5_1693360283636004352.png,0,0,137,800,1,173,260,-1,0.3716
49,Moon_2_1693278888246354688.png,Moon_5_1693360283636004352.png,1,1,580,827,1,580,164,-1,0.3716
49,Moon_2_1693278888246354688.png,Moon_5_1693360283636004352.png,2,0,228,361,0,438,576,-1,0.3716
50,Moon_1_1693274769114303488.png,Moon_2_1693278892594213888.png,0,0,512,292,0,909,809,1,0.1191
50,Moon_1_1693274769114303488.png,Moon_2_1693278892594213888.png,1,1,909,694,1,896,416,-1,0.1191
50,Moon_1_1693274769114303488.png,Moon_2_1693278892594213888.png,2,0,173,242,1,324,310,1,0.1191
51,Moon_2_1693278929988483840.png,Moon_8_1693502135869176064.png,0,1,699,822,0,809,352,0,0.2181
51,Moon_2_1693278929988483840.png,Moon_8_1693502135869176064.png,1,0,379,192,0,690,274,1,0.2181
51,Moon_2_1693278929988483840.png,Moon_8_1693502135869176064.png,2,0,466,740,0,251,672,0,0.2181
52,Moon_6_1693382764425904128.png,Moon_7_1693385237376163328.png,0,1,685,722,0,841,246,-1,0.3011
52,Moon_6_1693382764425904128.png,Moon_7_1693385237376163328.png,1,1,370,173,0,507,452,1,0.3011
52,Moon_6_1693382764425904128.png,Moon_7_1693385237376163328.png,2,0,219,155,0,365,310,1,0.3011
53,Moon_4_1693297636849962496.png,Moon_6_1693382868440679424.png,0,0,484,416,1,480,201,-1,0.0863
53,Moon_4_1693297636849962496.png,Moon_6_1693382868440679424.png,1,1,850,818,0,118,301,-1,0.0863
53,Moon_4_1693297636849962496.png,Moon_6_1693382868440679424.png,2,1,713,612,1,736,370,-1,0.0863
54,Moon_5_1693360243767821824.png,Moon_7_1693385326251884032.png,0,0,777,818,1,864,754,0,0.2049
54,Moon_5_1693360243767821824.png,Moon_7_1693385326251884032.png,1,1,918,379,1,448,297,-1,0.2049
54,Moon_5_1693360243767821824.png,Moon_7_1693385326251884032.png,2,0,557,777,1,484,763,0,0.2049
55,Moon_1_1693274813318287872.png,Moon_4_1693297703209553920.png,0,1,845,864,0,608,438,0,0.1454
55,Moon_1_1693274813318287872.png,Moon_4_1693297703209553920.png,1,1,800,370,1,717,617,-1,0.1454
55,Moon_1_1693274813318287872.png,Moon_4_1693297703209553920.png,2,0,365,210,1,905,493,1,0.1454
56,Moon_2_1693278817661145600.png,Moon_2_1693278940934026496.png,0,0,758,566,0,388,301,-1,0.2319
56,Moon_2_1693278817661145600.png,Moon_2_1693278940934026496.png,1,1,164,653,0,361,836,0,0.2319
56,Moon_2_1693278817661145600.png,Moon_2_1693278940934026496.png,2,1,918,781,0,224,425,0,0.2319
57,Moon_4_1693297658962217216.png,Moon_7_1693385248509925888.png,0,1,594,470,0,100,621,0,0.0906
57,Moon_4_1693297658962217216.png,Moon_7_1693385248509925888.png,1,0,438,699,1,169,269,-1,0.0906
57,Moon_4_1693297658962217216.png,Moon_7_1693385248509925888.png,2,0,512,484,1,310,233,-1,0.0906
58,Moon_4_1693297641286498816.png,Moon_5_1693360303540437504.png,0,1,342,548,0,448,278,-1,0.2786
58,Moon_4_1693297641286498816.png,Moon_5_1693360303540437504.png,1,1,836,521,0,512,562,0,0.2786
58,Moon_4_1693297641286498816.png,Moon_5_1693360303540437504.png,2,0,150,681,0,608,342,-1,0.2786
59,Moon_3_1693290440441851136.png,Moon_9_1692601900727190784.png,0,0,662,310,1,224,571,-1,0.1922
59,Moon_3_1693290440441851136.png,Moon_9_1692601900727190784.png,1,1,690,105,1,388,310,1,0.1922
59,Moon_3_1693290440441851136.png,Moon_9_1692601900727190784.png,2,0,525,731,1,201,123,-1,0.1922
60,Moon_1_1693274826498320896.png,Moon_9_1692601920724819712.png,0,1,301,118,1,548,374,1,0.0894
60,Moon_1_1693274826498320896.png,Moon_9_1692601920724819712.png,1,0,164,228,0,608,534,1,0.0894
60,Moon_1_1693274826498320896.png,Moon_9_1692601920724819712.png,2,0,713,246,1,498,150,-1,0.0894
61,Moon_2_1693278949727116032.png,Moon_9_1692601969453366784.png,0,1,205,566,0,562,672,0,0.5848
61,Moon_2_1693278949727116032.png,Moon_9_1692601969453366784.png,1,0,137,411,0,736,832,0,0.5848
61,Moon_2_1693278949727116032.png,Moon_9_1692601969453366784.png,2,0,502,379,1,658,580,0,0.5848
62,Moon_5_1693360334433649408.png,Moon_8_1693502158077943296.png,0,1,283,434,1,475,219,-1,0.0693
62,Moon_5_1693360334433649408.png,Moon_8_1693502158077943296.png,1,1,274,237,0,873,781,1,0.0693
62,Moon_5_1693360334433649408.png,Moon_8_1693502158077943296.png,2,0,498,845,0,114,333,-1,0.0693
63,Moon_4_1693297645711655680.png,Moon_5_1693360307923985152.png,0,0,342,342,1,214,434,1,0.2979
63,Moon_4_1693297645711655680.png,Moon_5_1693360307923985152.png,1,1,786,438,0,114,278,-1,0.2979
63,Moon_4_1693297645711655680.png,Moon_5_1693360307923985152.png,2,1,425,169,1,210,795,1,0.2979
64,Moon_4_1693297630216342784.png,Moon_8_1693502111358574592.png,0,1,731,416,0,196,242,-1,0.4118
64,Moon_4_1693297630216342784.png,Moon_8_1693502111358574592.png,1,1,128,205,1,352,324,1,0.4118
64,Moon_4_1693297630216342784.png,Moon_8_1693502111358574592.png,2,1,333,818,1,306,516,0,0.4118
65,Moon_2_1693278938654960128.png,Moon_5_1693360223754569728.png,0,0,790,384,1,265,292,-1,0.0373
65,Moon_2_1693278938654960128.png,Moon_5_1693360223754569728.png,1,1,182,434,0,196,320,-1,0.0373
65,Moon_2_1693278938654960128.png,Moon_5_1693360223754569728.png,2,0,681,274,1,868,297,0,0.0373
66,Moon_6_1693382779909736704.png,Moon_9_1692601854132585216.png,0,0,370,379,1,448,283,-1,0.0394
66,Moon_6_1693382779909736704.png,Moon_9_1692601854132585216.png,1,1,635,374,0,589,320,-1,0.0394
66,Moon_6_1693382779909736704.png,Moon_9_1692601854132585216.png,2,0,493,809,0,777,265,-1,0.0394
67,Moon_1_1693274802309600768.png,Moon_1_1693274824314911488.png,0,1,361,841,0,452,699,0,0.1795
67,Moon_1_1693274802309600768.png,Moon_1_1693274824314911488.png,1,1,361,155,1,288,484,1,0.1795
67,Moon_1_1693274802309600768.png,Moon_1_1693274824314911488.png,2,0,109,822,1,137,882,0,0.1795
68,Moon_5_1693360246059415808.png,Moon_7_1693385232934432000.png,0,1,754,864,0,164,553,0,0.1152
68,Moon_5_1693360246059415808.png,Moon_7_1693385232934432000.png,1,0,571,379,1,553,813,1,0.1152
68,Moon_5_1693360246059415808.png,Moon_7_1693385232934432000.png,2,0,315,173,1,361,306,1,0.1152
69,Moon_9_1692601953984546560.png,Moon_9_1692602000498853120.png,0,1,827,827,1,585,306,-1,0.2878
69,Moon_9_1692601953984546560.png,Moon_9_1692602000498853120.png,1,1,896,484,0,557,292,0,0.2878
69,Moon_9_1692601953984546560.png,Moon_9_1692602000498853120.png,2,1,493,790,0,795,621,1,0.2878
70,Moon_7_1693385288462085120.png,Moon_8_1693502093582423040.png,0,0,242,178,0,603,265,1,0.4481
70,Moon_7_1693385288462085120.png,Moon_8_1693502093582423040.png,1,0,214,320,0,388,388,0,0.4481
70,Moon_7_1693385288462085120.png,Moon_8_1693502093582423040.png,2,1,534,507,1,754,315,-1,0.4481
71,Moon_4_1693297683294151424.png,Moon_9_1692601973865185792.png,0,0,580,795,0,292,128,-1,0.2199
71,Moon_4_1693297683294151424.png,Moon_9_1692601973865185792.png,1,0,347,658,1,672,310,-1,0.2199
71,Moon_4_1693297683294151424.png,Moon_9_1692601973865185792.png,2,1,352,918,1,777,105,-1,0.2199
72,Moon_6_1693382762217537024.png,Moon_9_1692602020451406592.png,0,0,406,425,1,644,315,0,0.0954
72,Moon_6_1693382762217537024.png,Moon_9_1692602020451406592.png,1,1,160,763,1,507,269,-1,0.0954
72,Moon_6_1693382762217537024.png,Moon_9_1692602020451406592.png,2,1,781,434,0,141,205,-1,0.0954
73,Moon_3_1693290386972430592.png,Moon_4_1693297643503361536.png,0,1,708,873,0,850,256,-1,0.3166
73,Moon_3_1693290386972430592.png,Moon_4_1693297643503361536.png,1,0,411,662,1,132,580,0,0.3166
73,Moon_3_1693290386972430592.png,Moon_4_1693297643503361536.png,2,1,338,406,1,512,722,1,0.3166
74,Moon_4_1693297665604064000.png,Moon_4_1693297678879516416.png,0,0,237,484,0,914,461,-1,0.1255
74,Moon_4_1693297665604064000.png,Moon_4_1693297678879516416.png,1,0,283,310,0,178,635,1,0.1255
74,Moon_4_1693297665604064000.png,Moon_4_1693297678879516416.png,2,1,150,146,1,502,530,1,0.1255
75,Moon_3_1693290369046899712.png,Moon_4_1693297654536991488.png,0,0,178,544,0,333,914,0,0.1550
75,Moon_3_1693290369046899712.png,Moon_4_1693297654536991488.png,1,0,699,502,0,448,388,0,0.1550
75,Moon_3_1693290369046899712.png,Moon_4_1693297654536991488.png,2,1,292,763,0,708,749,0,0.1550
76,Moon_7_1693385257364646656.png,Moon_8_1693502035694102528.png,0,0,434,886,1,118,283,-1,0.2001
76,Moon_7_1693385257364646656.png,Moon_8_1693502035694102528.png,1,1,626,754,0,822,480,0,0.2001
76,Moon_7_1693385257364646656.png,Moon_8_1693502035694102528.png,2,1,246,525,0,608,306,-1,0.2001
77,Moon_1_1693274841966971392.png,Moon_4_1693297586014791680.png,0,0,342,882,1,310,484,0,0.0416
77,Moon_1_1693274841966971392.png,Moon_4_1693297586014791680.png,1,0,580,768,1,731,288,-1,0.0416
77,Moon_1_1693274841966971392.png,Moon_4_1693297586014791680.png,2,1,891,320,1,347,137,-1,0.0416
78,Moon_1_1693274808851476480.png,Moon_9_1692601865191123200.png,0,1,233,644,1,644,274,-1,0.2150
78,Moon_1_1693274808851476480.png,Moon_9_1692601865191123200.png,1,1,420,850,0,630,726,0,0.2150
78,Moon_1_1693274808851476480.png,Moon_9_1692601865191123200.png,2,1,640,818,0,384,461,0,0.2150
79,Moon_3_1693290382438937600.png,Moon_8_1693502062388428032.png,0,0,694,498,0,909,306,-1,0.1045
79,Moon_3_1693290382438937600.png,Moon_8_1693502062388428032.png,1,0,864,717,0,342,260,-1,0.1045
79,Moon_3_1693290382438937600.png,Moon_8_1693502062388428032.png,2,1,356,621,1,461,301,-1,0.1045
80,Moon_2_1693278852915466752.png,Moon_7_1693385330669033984.png,0,0,649,900,1,237,420,0,0.1707
80,Moon_2_1693278852915466752.png,Moon_7_1693385330669033984.png,1,0,841,105,0,342,534,1,0.1707
80,Moon_2_1693278852915466752.png,Moon_7_1693385330669033984.png,2,1,438,859,0,265,329,-1,0.1707
81,Moon_4_1693297632433139200.png,Moon_8_1693502095790921728.png,0,0,233,123,0,589,429,1,0.4664
81,Moon_4_1693297632433139200.png,Moon_8_1693502095790921728.png,1,0,589,681,0,434,662,0,0.4664
81,Moon_4_1693297632433139200.png,Moon_8_1693502095790921728.png,2,1,672,283,1,393,594,1,0.4664
82,Moon_1_1693274724086398208.png,Moon_4_1693297687702651136.png,0,0,205,653,0,210,265,-1,0.3388
82,Moon_1_1693274724086398208.png,Moon_4_1693297687702651136.png,1,0,406,768,1,576,758,1,0.3388
82,Moon_1_1693274724086398208.png,Moon_4_1693297687702651136.png,2,1,521,420,1,713,406,0,0.3388
83,Moon_6_1693382810954449920.png,Moon_7_1693385324043331328.png,0,1,365,914,0,900,278,-1,0.1646
