pair_idx,imageA_name,imageB_name,annotation_idx,pt1_img,pt1_x,pt1_y,pt2_img,pt2_x,pt2_y,label,temperature
17,rgb_01_02820.png,rgb_08_13170.png,1,0,91,112,1,62,188,-1,0.2782
17,rgb_01_02820.png,rgb_08_13170.png,2,0,525,159,1,448,93,-1,0.2782
18,rgb_01_04800.png,rgb_10_01020.png,0,1,320,292,1,520,191,0,0.2911
18,rgb_01_04800.png,rgb_10_01020.png,1,1,142,196,1,320,77,-1,0.2911
18,rgb_01_04800.png,rgb_10_01020.png,2,1,262,152,1,134,112,0,0.2911
19,rgb_09_00960.png,rgb_11_03570.png,0,0,328,159,0,225,78,-1,0.1394
19,rgb_09_00960.png,rgb_11_03570.png,1,0,102,152,1,408,136,-1,0.1394
19,rgb_09_00960.png,rgb_11_03570.png,2,0,148,313,1,217,93,-1,0.1394
20,rgb_02_11520.png,rgb_09_06120.png,0,1,494,196,0,314,69,-1,0.2139
20,rgb_02_11520.png,rgb_09_06120.png,1,1,191,96,1,374,303,1,0.2139
20,rgb_02_11520.png,rgb_09_06120.png,2,0,551,197,0,240,176,0,0.2139
21,rgb_03_04080.png,rgb_06_06300.png,0,1,160,191,1,111,255,0,0.2723
21,rgb_03_04080.png,rgb_06_06300.png,1,1,394,91,0,180,48,0,0.2723
21,rgb_03_04080.png,rgb_06_06300.png,2,1,182,77,0,111,168,1,0.2723
22,rgb_10_10380.png,rgb_11_02910.png,0,1,277,133,1,300,51,-1,0.0142
22,rgb_10_10380.png,rgb_11_02910.png,1,1,148,45,0,317,261,1,0.0142
22,rgb_10_10380.png,rgb_11_02910.png,2,1,520,104,0,525,118,0,0.0142
23,rgb_03_05280.png,rgb_12_07740.png,0,0,500,67,1,120,115,1,0.2649
23,rgb_03_05280.png,rgb_12_07740.png,1,0,457,239,0,351,306,0,0.2649
23,rgb_03_05280.png,rgb_12_07740.png,2,1,262,181,0,545,319,0,0.2649
24,rgb_02_07920.png,rgb_08_08610.png,0,1,142,70,1,368,221,1,0.2460
24,rgb_02_07920.png,rgb_08_08610.png,1,0,108,147,1,377,90,-1,0.2460
24,rgb_02_07920.png,rgb_08_08610.png,2,0,471,144,0,482,305,1,0.2460
25,rgb_04_03240.png,rgb_04_09900.png,0,0,108,278,0,440,323,0,0.4154
25,rgb_04_03240.png,rgb_04_09900.png,1,1,188,221,0,457,274,1,0.4154
25,rgb_04_03240.png,rgb_04_09900.png,2,0,465,93,0,462,221,1,0.4154
26,rgb_03_11880.png,rgb_07_01650.png,0,0,260,48,0,574,258,1,0.2438
26,rgb_03_11880.png,rgb_07_01650.png,1,0,137,273,0,425,210,0,0.2438
26,rgb_03_11880.png,rgb_07_01650.png,2,1,480,258,1,160,260,0,0.2438
27,rgb_05_11640.png,rgb_07_07110.png,0,1,434,274,0,545,192,0,0.1759
27,rgb_05_11640.png,rgb_07_07110.png,1,0,477,101,1,205,319,0,0.1759
27,rgb_05_11640.png,rgb_07_07110.png,2,1,71,46,1,337,40,0,0.1759
28,rgb_07_06390.png,rgb_10_12900.png,0,0,520,316,0,120,106,-1,0.1249
28,rgb_07_06390.png,rgb_10_12900.png,1,1,211,194,0,68,315,0,0.1249
28,rgb_07_06390.png,rgb_10_12900.png,2,0,574,194,1,425,196,0,0.1249
29,rgb_09_06240.png,rgb_12_01260.png,0,0,508,75,0,302,130,1,0.3275
29,rgb_09_06240.png,rgb_12_01260.png,1,0,194,191,1,157,247,0,0.3275
29,rgb_09_06240.png,rgb_12_01260.png,2,0,297,188,0,485,186,-1,0.3275
30,rgb_05_04080.png,rgb_08_08850.png,0,0,465,162,1,382,218,0,0.0802
30,rgb_05_04080.png,rgb_08_08850.png,1,1,514,149,0,251,139,-1,0.0802
30,rgb_05_04080.png,rgb_08_08850.png,2,1,502,96,1,368,83,0,0.0802
31,rgb_02_01320.png,rgb_11_12990.png,0,1,374,183,1,477,86,-1,0.1993
31,rgb_02_01320.png,rgb_11_12990.png,1,1,548,189,0,274,61,-1,0.1993
31,rgb_02_01320.png,rgb_11_12990.png,2,1,122,49,0,377,81,1,0.1993
32,rgb_05_08340.png,rgb_07_01350.png,0,1,374,279,0,277,91,-1,0.2635
32,rgb_05_08340.png,rgb_07_01350.png,1,1,208,72,0,517,311,1,0.2635
32,rgb_05_08340.png,rgb_07_01350.png,2,1,288,241,0,88,233,0,0.2635
33,rgb_02_11280.png,rgb_07_05910.png,0,1,548,159,0,400,78,-1,0.0427
33,rgb_02_11280.png,rgb_07_05910.png,1,1,208,306,0,71,146,-1,0.0427
33,rgb_02_11280.png,rgb_07_05910.png,2,1,194,78,0,305,223,0,0.0427
34,rgb_01_10080.png,rgb_02_11160.png,0,0,317,77,1,525,45,0,0.3405
34,rgb_01_10080.png,rgb_02_11160.png,1,0,494,123,1,462,194,-1,0.3405
34,rgb_01_10080.png,rgb_02_11160.png,2,1,171,61,0,202,289,1,0.3405
35,rgb_01_01680.png,rgb_09_05940.png,0,0,220,128,1,68,207,-1,0.2232
35,rgb_01_01680.png,rgb_09_05940.png,1,1,300,165,1,291,295,0,0.2232
35,rgb_01_01680.png,rgb_09_05940.png,2,0,528,294,1,420,284,0,0.2232
36,rgb_09_00300.png,rgb_09_08220.png,0,0,80,305,1,437,45,-1,0.0760
36,rgb_09_00300.png,rgb_09_08220.png,1,0,257,117,0,514,294,-1,0.0760
36,rgb_09_00300.png,rgb_09_08220.png,2,1,185,104,1,202,35,-1,0.0760
37,rgb_05_02040.png,rgb_11_06930.png,0,1,534,171,1,231,266,0,0.1982
37,rgb_05_02040.png,rgb_11_06930.png,1,1,337,313,1,157,197,-1,0.1982
37,rgb_05_02040.png,rgb_11_06930.png,2,0,520,249,0,337,151,-1,0.1982
38,rgb_01_07920.png,rgb_06_05100.png,0,1,551,245,0,554,67,-1,0.2949
38,rgb_01_07920.png,rgb_06_05100.png,1,0,540,253,0,560,316,0,0.2949
38,rgb_01_07920.png,rgb_06_05100.png,2,0,202,316,0,311,204,0,0.2949
39,rgb_01_04200.png,rgb_01_07380.png,0,1,522,43,0,422,48,0,0.3933
39,rgb_01_04200.png,rgb_01_07380.png,1,0,160,234,1,465,247,1,0.3933
39,rgb_01_04200.png,rgb_01_07380.png,2,1,82,236,1,88,51,-1,0.3933
40,rgb_03_03480.png,rgb_12_12960.png,0,1,154,216,0,260,184,0,0.1323
40,rgb_03_03480.png,rgb_12_12960.png,1,1,317,204,0,394,276,0,0.1323
40,rgb_03_03480.png,rgb_12_12960.png,2,1,142,284,0,440,173,0,0.1323
41,rgb_02_12120.png,rgb_12_06360.png,0,0,231,98,1,182,199,1,0.1535
41,rgb_02_12120.png,rgb_12_06360.png,1,1,202,117,0,428,81,-1,0.1535
41,rgb_02_12120.png,rgb_12_06360.png,2,1,357,323,1,434,141,-1,0.1535
42,rgb_02_11940.png,rgb_05_07320.png,0,0,174,48,0,437,64,0,0.1188
42,rgb_02_11940.png,rgb_05_07320.png,1,1,394,221,0,322,170,0,0.1188
42,rgb_02_11940.png,rgb_05_07320.png,2,1,125,257,0,520,160,0,0.1188
43,rgb_07_09150.png,rgb_11_01410.png,0,0,122,252,1,517,247,1,0.2807
43,rgb_07_09150.png,rgb_11_01410.png,1,0,105,101,0,391,91,0,0.2807
43,rgb_07_09150.png,rgb_11_01410.png,2,1,477,112,1,411,257,1,0.2807
44,rgb_10_01980.png,rgb_11_10590.png,0,1,77,263,1,302,167,0,0.1329
44,rgb_10_01980.png,rgb_11_10590.png,1,0,562,199,0,162,273,0,0.1329
44,rgb_10_01980.png,rgb_11_10590.png,2,1,462,165,0,257,56,-1,0.1329
45,rgb_02_05580.png,rgb_12_08700.png,0,1,97,70,1,482,49,-1,0.0210
45,rgb_02_05580.png,rgb_12_08700.png,1,1,237,53,1,431,213,1,0.0210
45,rgb_02_05580.png,rgb_12_08700.png,2,1,385,72,0,328,46,0,0.0210
46,rgb_06_12360.png,rgb_07_07770.png,0,0,131,167,1,80,94,-1,0.2132
46,rgb_06_12360.png,rgb_07_07770.png,1,0,371,257,1,414,122,-1,0.2132
46,rgb_06_12360.png,rgb_07_07770.png,2,0,65,90,0,100,260,0,0.2132
47,rgb_03_13380.png,rgb_04_07200.png,0,1,565,245,0,105,49,-1,0.3035
47,rgb_03_13380.png,rgb_04_07200.png,1,0,125,300,0,262,81,-1,0.3035
47,rgb_03_13380.png,rgb_04_07200.png,2,0,377,78,1,71,126,1,0.3035
48,rgb_09_11760.png,rgb_12_12780.png,0,1,337,208,0,151,260,0,0.5092
48,rgb_09_11760.png,rgb_12_12780.png,1,1,100,99,1,345,160,1,0.5092
48,rgb_09_11760.png,rgb_12_12780.png,2,1,428,319,0,400,250,0,0.5092
49,rgb_03_08340.png,rgb_08_01710.png,0,0,125,114,0,434,40,-1,0.2529
49,rgb_03_08340.png,rgb_08_01710.png,1,0,322,40,0,125,220,1,0.2529
49,rgb_03_08340.png,rgb_08_01710.png,2,1,474,237,0,417,295,0,0.2529
50,rgb_06_06840.png,rgb_09_04260.png,0,0,574,178,1,542,35,-1,0.3316
50,rgb_06_06840.png,rgb_09_04260.png,1,0,494,321,1,365,75,-1,0.3316
50,rgb_06_06840.png,rgb_09_04260.png,2,1,165,287,0,97,225,0,0.3316
51,rgb_08_10650.png,rgb_11_12390.png,0,1,480,282,0,345,186,0,0.2394
51,rgb_08_10650.png,rgb_11_12390.png,1,0,391,292,0,551,154,-1,0.2394
51,rgb_08_10650.png,rgb_11_12390.png,2,1,391,152,1,277,221,0,0.2394
52,rgb_07_03510.png,rgb_12_01020.png,0,0,220,38,1,417,163,1,0.4282
52,rgb_07_03510.png,rgb_12_01020.png,1,0,297,75,1,85,139,1,0.4282
52,rgb_07_03510.png,rgb_12_01020.png,2,1,448,72,1,302,112,1,0.4282
53,rgb_04_12600.png,rgb_09_12360.png,0,1,334,250,1,568,128,-1,0.3337
53,rgb_04_12600.png,rgb_09_12360.png,1,1,528,249,1,142,276,0,0.3337
53,rgb_04_12600.png,rgb_09_12360.png,2,1,382,57,1,437,250,1,0.3337
54,rgb_03_10200.png,rgb_06_12420.png,0,0,405,302,0,388,109,0,0.0579
54,rgb_03_10200.png,rgb_06_12420.png,1,1,220,126,0,291,73,-1,0.0579
54,rgb_03_10200.png,rgb_06_12420.png,2,1,420,135,0,317,141,-1,0.0579
55,rgb_12_04500.png,rgb_12_09840.png,0,0,340,83,1,62,167,1,0.1253
55,rgb_12_04500.png,rgb_12_09840.png,1,1,500,98,0,557,104,0,0.1253
55,rgb_12_04500.png,rgb_12_09840.png,2,1,334,110,0,77,99,1,0.1253
56,rgb_09_10020.png,rgb_11_05430.png,0,0,482,311,1,162,157,0,0.1368
56,rgb_09_10020.png,rgb_11_05430.png,1,0,311,109,0,540,266,1,0.1368
56,rgb_09_10020.png,rgb_11_05430.png,2,1,74,292,1,288,316,1,0.1368
57,rgb_06_04920.png,rgb_08_08550.png,0,0,308,59,1,265,191,1,0.0624
57,rgb_06_04920.png,rgb_08_08550.png,1,0,157,75,0,180,197,1,0.0624
57,rgb_06_04920.png,rgb_08_08550.png,2,1,205,149,1,337,75,-1,0.0624
58,rgb_07_02430.png,rgb_08_05910.png,0,0,420,229,0,411,62,-1,0.0440
58,rgb_07_02430.png,rgb_08_05910.png,1,0,280,83,1,565,151,1,0.0440
58,rgb_07_02430.png,rgb_08_05910.png,2,1,240,159,0,551,62,-1,0.0440
59,rgb_02_10560.png,rgb_11_01710.png,0,0,180,98,0,454,311,0,0.4081
59,rgb_02_10560.png,rgb_11_01710.png,1,1,237,253,0,165,152,0,0.4081
59,rgb_02_10560.png,rgb_11_01710.png,2,1,534,168,0,408,70,-1,0.4081
60,rgb_03_00720.png,rgb_06_11400.png,0,0,108,139,0,397,85,-1,0.1284
60,rgb_03_00720.png,rgb_06_11400.png,1,0,557,51,1,360,77,1,0.1284
60,rgb_03_00720.png,rgb_06_11400.png,2,1,208,171,0,100,245,0,0.1284
61,rgb_04_13680.png,rgb_12_01980.png,0,1,182,94,1,374,204,0,0.1960
61,rgb_04_13680.png,rgb_12_01980.png,1,0,157,115,1,394,260,1,0.1960
61,rgb_04_13680.png,rgb_12_01980.png,2,1,554,268,0,377,289,0,0.1960
62,rgb_01_02700.png,rgb_10_04980.png,0,0,345,51,0,274,151,1,0.0823
62,rgb_01_02700.png,rgb_10_04980.png,1,0,88,200,1,140,284,0,0.0823
62,rgb_01_02700.png,rgb_10_04980.png,2,1,428,194,0,308,104,-1,0.0823
63,rgb_01_06780.png,rgb_10_11400.png,0,0,117,118,1,374,241,0,0.0450
63,rgb_01_06780.png,rgb_10_11400.png,1,1,102,298,1,322,136,1,0.0450
63,rgb_01_06780.png,rgb_10_11400.png,2,1,525,221,0,440,101,1,0.0450
64,rgb_05_03960.png,rgb_11_11790.png,0,1,231,181,1,534,143,0,0.4148
64,rgb_05_03960.png,rgb_11_11790.png,1,1,80,125,0,434,171,1,0.4148
64,rgb_05_03960.png,rgb_11_11790.png,2,0,414,57,1,114,213,1,0.4148
65,rgb_03_01440.png,rgb_05_05160.png,0,1,131,281,0,468,194,0,0.3756
65,rgb_03_01440.png,rgb_05_05160.png,1,0,285,101,0,154,130,-1,0.3756
65,rgb_03_01440.png,rgb_05_05160.png,2,1,425,289,0,205,189,0,0.3756
66,rgb_02_01680.png,rgb_07_07470.png,0,1,140,86,1,571,35,0,0.0179
66,rgb_02_01680.png,rgb_07_07470.png,1,1,128,143,0,165,295,1,0.0179
66,rgb_02_01680.png,rgb_07_07470.png,2,1,554,184,1,125,38,-1,0.0179
67,rgb_01_11160.png,rgb_08_04290.png,0,1,374,294,1,560,298,0,0.3230
67,rgb_01_11160.png,rgb_08_04290.png,1,1,568,210,1,557,125,-1,0.3230
67,rgb_01_11160.png,rgb_08_04290.png,2,0,411,90,1,220,106,-1,0.3230
68,rgb_01_08820.png,rgb_08_06030.png,0,1,154,287,0,565,35,-1,0.2011
68,rgb_01_08820.png,rgb_08_06030.png,1,0,394,255,1,568,61,-1,0.2011
68,rgb_01_08820.png,rgb_08_06030.png,2,1,220,73,0,537,323,-1,0.2011
69,rgb_02_07620.png,rgb_03_05760.png,0,1,485,313,0,248,81,-1,0.0587
69,rgb_02_07620.png,rgb_03_05760.png,1,1,382,69,1,137,73,1,0.0587
69,rgb_02_07620.png,rgb_03_05760.png,2,0,82,215,0,254,245,1,0.0587
70,rgb_02_03900.png,rgb_11_11730.png,0,1,520,323,0,437,83,-1,0.0910
70,rgb_02_03900.png,rgb_11_11730.png,1,1,128,315,0,248,130,0,0.0910
70,rgb_02_03900.png,rgb_11_11730.png,2,1,240,54,0,328,109,1,0.0910
71,rgb_10_12000.png,rgb_12_05220.png,0,0,94,250,1,394,180,0,0.3262
71,rgb_10_12000.png,rgb_12_05220.png,1,1,160,70,1,445,69,0,0.3262
71,rgb_10_12000.png,rgb_12_05220.png,2,0,471,178,0,502,48,-1,0.3262
72,rgb_02_00180.png,rgb_04_10260.png,0,1,191,273,0,517,65,-1,0.1920
72,rgb_02_00180.png,rgb_04_10260.png,1,1,422,260,0,177,261,0,0.1920
72,rgb_02_00180.png,rgb_04_10260.png,2,0,485,131,1,202,149,-1,0.1920
73,rgb_04_08220.png,rgb_09_02940.png,0,0,71,101,0,254,271,1,0.1826
73,rgb_04_08220.png,rgb_09_02940.png,1,0,114,57,0,248,77,0,0.1826
73,rgb_04_08220.png,rgb_09_02940.png,2,1,108,144,1,537,72,-1,0.1826
74,rgb_06_03000.png,rgb_11_00390.png,0,1,74,294,0,334,72,-1,0.1155
74,rgb_06_03000.png,rgb_11_00390.png,1,1,177,146,1,528,125,0,0.1155
74,rgb_06_03000.png,rgb_11_00390.png,2,0,197,268,1,320,123,0,0.1155
75,rgb_05_07920.png,rgb_11_00630.png,0,0,408,252,1,485,192,0,0.2614
75,rgb_05_07920.png,rgb_11_00630.png,1,0,362,110,1,288,176,-1,0.2614
75,rgb_05_07920.png,rgb_11_00630.png,2,1,342,247,0,180,35,-1,0.2614
76,rgb_02_09660.png,rgb_03_06720.png,0,1,440,99,0,177,319,1,0.0487
76,rgb_02_09660.png,rgb_03_06720.png,1,0,414,77,1,397,205,1,0.0487
76,rgb_02_09660.png,rgb_03_06720.png,2,1,360,72,0,194,41,-1,0.0487
77,rgb_06_05160.png,rgb_07_10830.png,0,1,185,152,0,148,186,-1,0.1311
77,rgb_06_05160.png,rgb_07_10830.png,1,1,440,223,0,351,302,1,0.1311
77,rgb_06_05160.png,rgb_07_10830.png,2,1,228,70,0,271,78,1,0.1311
78,rgb_07_00210.png,rgb_07_02850.png,0,0,251,192,1,111,38,-1,0.0102
78,rgb_07_00210.png,rgb_07_02850.png,1,0,294,144,1,554,91,-1,0.0102
78,rgb_07_00210.png,rgb_07_02850.png,2,0,148,131,1,274,48,-1,0.0102
79,rgb_06_02520.png,rgb_11_00870.png,0,0,77,94,0,94,300,0,0.2389
79,rgb_06_02520.png,rgb_11_00870.png,1,0,320,144,0,77,151,-1,0.2389
79,rgb_06_02520.png,rgb_11_00870.png,2,1,205,303,1,417,122,-1,0.2389
80,rgb_07_08190.png,rgb_09_03540.png,0,1,80,168,0,571,57,-1,0.0273
80,rgb_07_08190.png,rgb_09_03540.png,1,0,548,114,0,245,303,0,0.0273
80,rgb_07_08190.png,rgb_09_03540.png,2,0,320,143,1,508,69,-1,0.0273
81,rgb_02_11040.png,rgb_09_03060.png,0,1,202,56,1,160,128,1,0.1362
81,rgb_02_11040.png,rgb_09_03060.png,1,1,142,205,0,525,56,0,0.1362
81,rgb_02_11040.png,rgb_09_03060.png,2,1,402,192,0,497,180,0,0.1362
82,rgb_05_09600.png,rgb_09_09840.png,0,1,334,171,0,420,241,0,0.0138
82,rgb_05_09600.png,rgb_09_09840.png,1,1,200,143,0,108,65,-1,0.0138
82,rgb_05_09600.png,rgb_09_09840.png,2,1,331,250,0,194,197,0,0.0138
83,rgb_07_05010.png,rgb_11_04710.png,0,0,134,73,1,505,109,-1,0.1522
83,rgb_07_05010.png,rgb_11_04710.png,1,0,205,319,1,385,99,-1,0.1522
83,rgb_07_05010.png,rgb_11_04710.png,2,0,148,175,0,562,236,0,0.1522
84,rgb_04_01020.png,rgb_10_03420.png,0,0,468,159,1,177,278,0,0.0913
84,rgb_04_01020.png,rgb_10_03420.png,1,0,537,215,1,508,133,-1,0.0913
84,rgb_04_01020.png,rgb_10_03420.png,2,0,122,126,1,291,117,-1,0.0913
85,rgb_05_01140.png,rgb_05_06300.png,0,1,562,141,1,554,318,1,0.2985
85,rgb_05_01140.png,rgb_05_06300.png,1,0,200,216,1,377,178,0,0.2985
85,rgb_05_01140.png,rgb_05_06300.png,2,0,488,141,0,414,225,1,0.2985
86,rgb_01_04680.png,rgb_09_06540.png,0,1,348,292,0,365,260,0,0.0710
86,rgb_01_04680.png,rgb_09_06540.png,1,1,305,107,0,217,85,1,0.0710
86,rgb_01_04680.png,rgb_09_06540.png,2,0,122,99,1,168,237,1,0.0710
87,rgb_02_12780.png,rgb_08_11010.png,0,0,420,62,1,74,192,1,0.1147
87,rgb_02_12780.png,rgb_08_11010.png,1,0,574,271,0,91,123,-1,0.1147
87,rgb_02_12780.png,rgb_08_11010.png,2,1,168,284,1,480,109,0,0.1147
88,rgb_08_05670.png,rgb_11_05670.png,0,1,211,250,1,457,152,0,0.2109
88,rgb_08_05670.png,rgb_11_05670.png,1,0,382,141,0,448,72,-1,0.2109
88,rgb_08_05670.png,rgb_11_05670.png,2,0,177,270,1,282,282,0,0.2109
89,rgb_01_07800.png,rgb_04_04920.png,0,1,457,88,1,471,311,1,0.3276
89,rgb_01_07800.png,rgb_04_04920.png,1,1,160,101,0,354,64,-1,0.3276
89,rgb_01_07800.png,rgb_04_04920.png,2,0,148,93,1,137,294,1,0.3276
90,rgb_02_11880.png,rgb_10_00660.png,0,1,554,287,1,134,126,-1,0.2246
90,rgb_02_11880.png,rgb_10_00660.png,1,0,491,77,1,137,316,0,0.2246
90,rgb_02_11880.png,rgb_10_00660.png,2,0,437,250,1,251,81,-1,0.2246
91,rgb_06_08580.png,rgb_09_13020.png,0,0,422,241,0,288,303,0,0.4376
91,rgb_06_08580.png,rgb_09_13020.png,1,0,228,62,1,225,215,1,0.4376
91,rgb_06_08580.png,rgb_09_13020.png,2,0,68,154,1,302,176,0,0.4376
92,rgb_07_04890.png,rgb_11_03270.png,0,0,482,225,0,74,318,0,0.2909
92,rgb_07_04890.png,rgb_11_03270.png,1,0,265,294,1,211,59,-1,0.2909
92,rgb_07_04890.png,rgb_11_03270.png,2,1,494,220,1,91,141,-1,0.2909
93,rgb_11_02370.png,rgb_12_10380.png,0,1,440,208,1,302,139,-1,0.1613
93,rgb_11_02370.png,rgb_12_10380.png,1,0,477,258,1,105,204,0,0.1613
93,rgb_11_02370.png,rgb_12_10380.png,2,0,480,102,1,320,69,-1,0.1613
94,rgb_04_04020.png,rgb_09_01920.png,0,0,557,62,1,140,67,0,0.5478
94,rgb_04_04020.png,rgb_09_01920.png,1,0,311,123,1,140,284,0,0.5478
94,rgb_04_04020.png,rgb_09_01920.png,2,1,537,226,0,480,141,0,0.5478
95,rgb_06_08100.png,rgb_06_08880.png,0,0,234,210,1,445,85,-1,0.0520
95,rgb_06_08100.png,rgb_06_08880.png,1,1,400,234,1,94,128,-1,0.0520
95,rgb_06_08100.png,rgb_06_08880.png,2,1,271,242,0,97,86,-1,0.0520
96,rgb_09_10620.png,rgb_12_11220.png,0,1,134,139,0,77,80,0,0.1892
96,rgb_09_10620.png,rgb_12_11220.png,1,0,431,138,0,271,80,-1,0.1892
96,rgb_09_10620.png,rgb_12_11220.png,2,1,280,308,1,557,192,0,0.1892
97,rgb_11_00270.png,rgb_12_06120.png,0,0,200,171,0,62,91,0,0.1149
97,rgb_11_00270.png,rgb_12_06120.png,1,1,454,197,1,377,72,-1,0.1149
97,rgb_11_00270.png,rgb_12_06120.png,2,0,105,266,1,411,319,1,0.1149
98,rgb_04_05700.png,rgb_12_09960.png,0,0,168,200,1,314,152,0,0.3050
98,rgb_04_05700.png,rgb_12_09960.png,1,1,202,112,0,180,86,-1,0.3050
98,rgb_04_05700.png,rgb_12_09960.png,2,0,505,310,0,117,250,0,0.3050
99,rgb_02_08700.png,rgb_07_02490.png,0,0,360,286,0,137,155,-1,0.0892
99,rgb_02_08700.png,rgb_07_02490.png,1,1,525,94,0,148,319,1,0.0892
99,rgb_02_08700.png,rgb_07_02490.png,2,0,297,102,1,100,188,1,0.0892
100,rgb_10_05220.png,rgb_11_05790.png,0,0,420,35,1,85,315,1,0.1549
100,rgb_10_05220.png,rgb_11_05790.png,1,0,474,96,1,200,292,0,0.1549
100,rgb_10_05220.png,rgb_11_05790.png,2,0,268,144,1,477,149,1,0.1549
101,rgb_05_10200.png,rgb_10_10980.png,0,1,451,220,1,554,316,0,0.3311
101,rgb_05_10200.png,rgb_10_10980.png,1,0,125,147,1,62,112,-1,0.3311
