pair_idx,imageA_name,imageB_name,annotation_idx,pt1_img,pt1_x,pt1_y,pt2_img,pt2_x,pt2_y,label,temperature
16,CE4_GRAS_PCAML-C-002_SCI_N_20200922125529_20200922125529_0147_B.png,CE4_GRAS_PCAMR-C-031_SCI_N_20230417055957_20230417055957_0288_B.png,1,0,766,308,0,241,470,1,0.0614
16,CE4_GRAS_PCAML-C-002_SCI_N_20200922125529_20200922125529_0147_B.png,CE4_GRAS_PCAMR-C-031_SCI_N_20230417055957_20230417055957_0288_B.png,2,0,1585,385,0,1974,740,-1,0.0614
17,CE4_GRAS_PCAMR-C-009_SCI_N_20190429145339_20190429145339_0033_B.png,CE4_GRAS_PCAMR-C-029_SCI_N_20230417055644_20230417055644_0288_B.png,0,1,514,1334,0,661,462,0,0.2782
17,CE4_GRAS_PCAMR-C-009_SCI_N_20190429145339_20190429145339_0033_B.png,CE4_GRAS_PCAMR-C-029_SCI_N_20230417055644_20230417055644_0288_B.png,1,0,273,547,1,1323,794,0,0.2782
17,CE4_GRAS_PCAMR-C-009_SCI_N_20190429145339_20190429145339_0033_B.png,CE4_GRAS_PCAMR-C-029_SCI_N_20230417055644_20230417055644_0288_B.png,2,0,840,779,1,787,270,0,0.2782
18,CE4_GRAS_PCAML-C-002_SCI_N_20201218130831_20201218130831_0162_B.png,CE4_GRAS_PCAMR-C-012_SCI_N_20201012045309_20201012045309_0148_B.png,0,1,577,1404,1,1869,1180,0,0.2911
18,CE4_GRAS_PCAML-C-002_SCI_N_20201218130831_20201218130831_0162_B.png,CE4_GRAS_PCAMR-C-012_SCI_N_20201012045309_20201012045309_0148_B.png,1,1,1942,856,1,388,293,1,0.2911
18,CE4_GRAS_PCAML-C-002_SCI_N_20201218130831_20201218130831_0162_B.png,CE4_GRAS_PCAMR-C-012_SCI_N_20201012045309_20201012045309_0148_B.png,2,1,1218,725,1,745,833,0,0.2911
19,CE4_GRAS_PCAML-C-004_SCI_N_20190729012513_20190729012513_0050_B.png,CE4_GRAS_PCAML-C-021_SCI_N_20220106121510_20220106121510_0226_B.png,0,0,399,779,0,1039,694,0,0.1394
19,CE4_GRAS_PCAML-C-004_SCI_N_20190729012513_20190729012513_0050_B.png,CE4_GRAS_PCAML-C-021_SCI_N_20220106121510_20220106121510_0226_B.png,1,0,1900,609,1,1722,794,-1,0.1394
19,CE4_GRAS_PCAML-C-004_SCI_N_20190729012513_20190729012513_0050_B.png,CE4_GRAS_PCAML-C-021_SCI_N_20220106121510_20220106121510_0226_B.png,2,0,1344,1488,1,829,864,0,0.1394
20,CE4_GRAS_PCAMR-C-002_SCI_N_20230417050206_20230417050206_0288_B.png,CE4_GRAS_PCAMR-C-018_SCI_N_20211030023205_20211030023205_0215_B.png,0,1,1407,810,0,2058,547,-1,0.2139
20,CE4_GRAS_PCAMR-C-002_SCI_N_20230417050206_20230417050206_0288_B.png,CE4_GRAS_PCAMR-C-018_SCI_N_20211030023205_20211030023205_0215_B.png,1,1,1774,354,1,378,1488,0,0.2139
20,CE4_GRAS_PCAMR-C-002_SCI_N_20230417050206_20230417050206_0288_B.png,CE4_GRAS_PCAMR-C-018_SCI_N_20211030023205_20211030023205_0215_B.png,2,0,1533,1095,0,735,825,-1,0.2139
21,CE4_GRAS_PCAML-C-001_SCI_N_20230417050029_20230417050029_0288_B.png,CE4_GRAS_PCAMR-C-012_SCI_N_20220106115612_20220106115612_0226_B.png,0,1,651,964,1,651,1350,0,0.2723
21,CE4_GRAS_PCAML-C-001_SCI_N_20230417050029_20230417050029_0288_B.png,CE4_GRAS_PCAMR-C-012_SCI_N_20220106115612_20220106115612_0226_B.png,1,1,987,470,0,1323,262,-1,0.2723
21,CE4_GRAS_PCAML-C-001_SCI_N_20230417050029_20230417050029_0288_B.png,CE4_GRAS_PCAMR-C-012_SCI_N_20220106115612_20220106115612_0226_B.png,2,1,1606,393,0,1774,709,-1,0.2723
22,CE4_GRAS_PCAML-C-014_SCI_N_20230417052703_20230417052703_0288_B.png,CE4_GRAS_PCAMR-C-025_SCI_N_20190925035721_20190925035721_0076_B.png,0,1,651,239,0,1438,216,-1,0.0142
22,CE4_GRAS_PCAML-C-014_SCI_N_20230417052703_20230417052703_0288_B.png,CE4_GRAS_PCAMR-C-025_SCI_N_20190925035721_20190925035721_0076_B.png,1,0,651,524,0,451,948,1,0.0142
22,CE4_GRAS_PCAML-C-014_SCI_N_20230417052703_20230417052703_0288_B.png,CE4_GRAS_PCAMR-C-025_SCI_N_20190925035721_20190925035721_0076_B.png,2,1,2079,254,0,1480,709,-1,0.0142
23,CE4_GRAS_PCAML-C-003_SCI_N_20220831072729_20220831072729_0255_B.png,CE4_GRAS_PCAMR-C-000_SCI_N_20200426130355_20200426130355_0127_B.png,0,0,1596,385,1,241,817,1,0.2649
23,CE4_GRAS_PCAML-C-003_SCI_N_20220831072729_20220831072729_0255_B.png,CE4_GRAS_PCAMR-C-000_SCI_N_20200426130355_20200426130355_0127_B.png,1,0,682,1257,1,1344,1442,0,0.2649
23,CE4_GRAS_PCAML-C-003_SCI_N_20220831072729_20220831072729_0255_B.png,CE4_GRAS_PCAMR-C-000_SCI_N_20200426130355_20200426130355_0127_B.png,2,1,1890,740,0,2037,1542,-1,0.2649
24,CE4_GRAS_PCAML-C-000_SCI_N_20211230065100_20211230065100_0225_B.png,CE4_GRAS_PCAMR-C-002_SCI_N_20191221121120_20191221121120_0099_B.png,0,1,1953,316,1,1963,1134,1,0.2460
24,CE4_GRAS_PCAML-C-000_SCI_N_20211230065100_20211230065100_0225_B.png,CE4_GRAS_PCAMR-C-002_SCI_N_20191221121120_20191221121120_0099_B.png,1,0,1921,786,1,1743,547,0,0.2460
24,CE4_GRAS_PCAML-C-000_SCI_N_20211230065100_20211230065100_0225_B.png,CE4_GRAS_PCAMR-C-002_SCI_N_20191221121120_20191221121120_0099_B.png,2,0,829,786,0,514,1450,0,0.2460
25,CE4_GRAS_PCAMR-C-003_SCI_N_20211010054439_20211010054439_0213_B.png,CE4_GRAS_PCAMR-C-009_SCI_N_20210812043303_20210812043303_0204_B.png,0,0,619,1319,0,1669,1550,0,0.4154
25,CE4_GRAS_PCAMR-C-003_SCI_N_20211010054439_20211010054439_0213_B.png,CE4_GRAS_PCAMR-C-009_SCI_N_20210812043303_20210812043303_0204_B.png,1,1,1155,1049,0,1281,1288,0,0.4154
25,CE4_GRAS_PCAMR-C-003_SCI_N_20211010054439_20211010054439_0213_B.png,CE4_GRAS_PCAMR-C-009_SCI_N_20210812043303_20210812043303_0204_B.png,2,0,1407,393,0,1921,1110,0,0.4154
26,CE4_GRAS_PCAML-C-012_SCI_N_20220128101621_20220128101621_0230_B.png,CE4_GRAS_PCAMR-C-000_SCI_N_20200227111912_20200227111912_0121_B.png,0,0,1323,246,0,1522,1334,1,0.2438
26,CE4_GRAS_PCAML-C-012_SCI_N_20220128101621_20220128101621_0230_B.png,CE4_GRAS_PCAMR-C-000_SCI_N_20200227111912_20200227111912_0121_B.png,1,0,798,1342,0,882,918,-1,0.2438
26,CE4_GRAS_PCAML-C-012_SCI_N_20220128101621_20220128101621_0230_B.png,CE4_GRAS_PCAMR-C-000_SCI_N_20200227111912_20200227111912_0121_B.png,2,1,1711,1234,1,1386,1041,0,0.2438
27,CE4_GRAS_PCAML-C-009_SCI_N_20210507061810_20210507061810_0187_B.png,CE4_GRAS_PCAML-C-034_SCI_N_20190925042043_20190925042043_0076_B.png,0,0,945,1380,0,294,1049,0,0.1759
27,CE4_GRAS_PCAML-C-009_SCI_N_20210507061810_20210507061810_0187_B.png,CE4_GRAS_PCAML-C-034_SCI_N_20190925042043_20190925042043_0076_B.png,1,0,1963,501,1,1575,1535,0,0.1759
27,CE4_GRAS_PCAML-C-009_SCI_N_20210507061810_20210507061810_0187_B.png,CE4_GRAS_PCAML-C-034_SCI_N_20190925042043_20190925042043_0076_B.png,2,0,1417,223,1,2089,300,0,0.1759
28,CE4_GRAS_PCAMR-C-007_SCI_N_20201012044544_20201012044544_0148_B.png,CE4_GRAS_PCAMR-C-007_SCI_N_20201211040225_20201211040225_0161_B.png,0,0,1102,1527,1,903,1211,0,0.1249
28,CE4_GRAS_PCAMR-C-007_SCI_N_20201012044544_20201012044544_0148_B.png,CE4_GRAS_PCAMR-C-007_SCI_N_20201211040225_20201211040225_0161_B.png,1,1,1690,864,0,1911,1504,0,0.1249
28,CE4_GRAS_PCAMR-C-007_SCI_N_20201012044544_20201012044544_0148_B.png,CE4_GRAS_PCAMR-C-007_SCI_N_20201211040225_20201211040225_0161_B.png,2,0,1312,856,1,535,1180,0,0.1249
29,CE4_GRAS_PCAML-C-000_SCI_N_20200329050227_20200329050227_0124_B.png,CE4_GRAS_PCAMR-C-010_SCI_N_20190925033143_20190925033143_0076_B.png,0,1,609,316,0,1680,594,1,0.3275
29,CE4_GRAS_PCAML-C-000_SCI_N_20200329050227_20200329050227_0124_B.png,CE4_GRAS_PCAMR-C-010_SCI_N_20190925033143_20190925033143_0076_B.png,1,0,1060,802,1,955,995,-1,0.3275
29,CE4_GRAS_PCAML-C-000_SCI_N_20200329050227_20200329050227_0124_B.png,CE4_GRAS_PCAMR-C-010_SCI_N_20190925033143_20190925033143_0076_B.png,2,0,252,779,0,609,1087,1,0.3275
30,CE4_GRAS_PCAMR-C-003_SCI_N_20191221121248_20191221121248_0099_B.png,CE4_GRAS_PCAMR-C-010_SCI_N_20220329085251_20220329085251_0238_B.png,0,0,1575,987,0,367,763,0,0.0802
30,CE4_GRAS_PCAMR-C-003_SCI_N_20191221121248_20191221121248_0099_B.png,CE4_GRAS_PCAMR-C-010_SCI_N_20220329085251_20220329085251_0238_B.png,1,1,367,1010,1,535,408,0,0.0802
30,CE4_GRAS_PCAMR-C-003_SCI_N_20191221121248_20191221121248_0099_B.png,CE4_GRAS_PCAMR-C-010_SCI_N_20220329085251_20220329085251_0238_B.png,2,1,1596,671,1,1953,254,0,0.0802
31,CE4_GRAS_PCAML-C-011_SCI_N_20190925033318_20190925033318_0076_B.png,CE4_GRAS_PCAMR-C-011_SCI_N_20230417051908_20230417051908_0288_B.png,0,1,871,871,1,829,424,-1,0.1993
31,CE4_GRAS_PCAML-C-011_SCI_N_20190925033318_20190925033318_0076_B.png,CE4_GRAS_PCAMR-C-011_SCI_N_20230417051908_20230417051908_0288_B.png,1,1,1753,910,0,630,316,-1,0.1993
31,CE4_GRAS_PCAML-C-011_SCI_N_20190925033318_20190925033318_0076_B.png,CE4_GRAS_PCAMR-C-011_SCI_N_20230417051908_20230417051908_0288_B.png,2,1,651,231,0,1312,740,1,0.1993
32,CE4_GRAS_PCAML-C-007_SCI_N_20201012044600_20201012044600_0148_B.png,CE4_GRAS_PCAMR-C-000_SCI_N_20210207084708_20210207084708_0172_B.png,0,1,420,1380,0,1900,339,0,0.2635
32,CE4_GRAS_PCAML-C-007_SCI_N_20201012044600_20201012044600_0148_B.png,CE4_GRAS_PCAMR-C-000_SCI_N_20210207084708_20210207084708_0172_B.png,1,1,1449,324,0,1060,1496,1,0.2635
32,CE4_GRAS_PCAML-C-007_SCI_N_20201012044600_20201012044600_0148_B.png,CE4_GRAS_PCAMR-C-000_SCI_N_20210207084708_20210207084708_0172_B.png,2,1,2005,1242,0,241,1080,0,0.2635
33,CE4_GRAS_PCAML-C-005_SCI_N_20200131014326_20200131014326_0116_B.png,CE4_GRAS_PCAMR-C-011_SCI_N_20191202054101_20191202054101_0097_B.png,0,0,2026,856,0,546,408,0,0.0427
33,CE4_GRAS_PCAML-C-005_SCI_N_20200131014326_20200131014326_0116_B.png,CE4_GRAS_PCAMR-C-011_SCI_N_20191202054101_20191202054101_0097_B.png,1,1,1543,1527,0,766,1118,-1,0.0427
33,CE4_GRAS_PCAML-C-005_SCI_N_20200131014326_20200131014326_0116_B.png,CE4_GRAS_PCAMR-C-011_SCI_N_20191202054101_20191202054101_0097_B.png,2,1,262,223,1,1197,1434,0,0.0427
34,CE4_GRAS_PCAML-C-009_SCI_N_20230417051603_20230417051603_0288_B.png,CE4_GRAS_PCAMR-C-009_SCI_N_20220831073640_20220831073640_0255_B.png,0,0,1491,401,1,1270,200,1,0.3405
34,CE4_GRAS_PCAML-C-009_SCI_N_20230417051603_20230417051603_0288_B.png,CE4_GRAS_PCAMR-C-009_SCI_N_20220831073640_20220831073640_0255_B.png,1,0,1354,655,0,346,1118,1,0.3405
34,CE4_GRAS_PCAML-C-009_SCI_N_20230417051603_20230417051603_0288_B.png,CE4_GRAS_PCAMR-C-009_SCI_N_20220831073640_20220831073640_0255_B.png,2,0,1911,270,0,1029,1365,1,0.3405
35,CE4_GRAS_PCAML-C-000_SCI_N_20200227111928_20200227111928_0121_B.png,CE4_GRAS_PCAMR-C-044_SCI_N_20220106134906_20220106134906_0226_B.png,0,0,924,648,1,283,825,0,0.2232
35,CE4_GRAS_PCAML-C-000_SCI_N_20200227111928_20200227111928_0121_B.png,CE4_GRAS_PCAMR-C-044_SCI_N_20220106134906_20220106134906_0226_B.png,1,1,1911,848,1,1722,1458,0,0.2232
35,CE4_GRAS_PCAML-C-000_SCI_N_20200227111928_20200227111928_0121_B.png,CE4_GRAS_PCAMR-C-044_SCI_N_20220106134906_20220106134906_0226_B.png,2,1,1218,1396,1,1963,1218,0,0.2232
36,CE4_GRAS_PCAML-C-006_SCI_N_20220831073229_20220831073229_0255_B.png,CE4_GRAS_PCAMR-C-032_SCI_N_20190228092503_20190228092503_0011_B.png,0,1,1932,1458,1,283,663,0,0.0760
36,CE4_GRAS_PCAML-C-006_SCI_N_20220831073229_20220831073229_0255_B.png,CE4_GRAS_PCAMR-C-032_SCI_N_20190228092503_20190228092503_0011_B.png,1,1,1228,378,0,504,1519,0,0.0760
36,CE4_GRAS_PCAML-C-006_SCI_N_20220831073229_20220831073229_0255_B.png,CE4_GRAS_PCAMR-C-032_SCI_N_20190228092503_20190228092503_0011_B.png,2,1,1407,678,0,1071,169,1,0.0760
37,CE4_GRAS_PCAMR-C-000_SCI_N_20210208064223_20210208064223_0173_B.png,CE4_GRAS_PCAMR-C-035_SCI_N_20190228092903_20190228092903_0011_B.png,0,1,1858,786,1,2068,1380,0,0.1982
37,CE4_GRAS_PCAMR-C-000_SCI_N_20210208064223_20210208064223_0173_B.png,CE4_GRAS_PCAMR-C-035_SCI_N_20190228092903_20190228092903_0011_B.png,1,1,1732,1496,1,1596,1018,-1,0.1982
37,CE4_GRAS_PCAMR-C-000_SCI_N_20210208064223_20210208064223_0173_B.png,CE4_GRAS_PCAMR-C-035_SCI_N_20190228092903_20190228092903_0011_B.png,2,0,1071,1172,1,997,1072,-1,0.1982
38,CE4_GRAS_PCAML-C-003_SCI_N_20190708044006_20190708044006_0048_B.png,CE4_GRAS_PCAMR-C-015_SCI_N_20211030022738_20211030022738_0215_B.png,0,1,735,1180,0,1428,432,0,0.2949
38,CE4_GRAS_PCAML-C-003_SCI_N_20190708044006_20190708044006_0048_B.png,CE4_GRAS_PCAMR-C-015_SCI_N_20211030022738_20211030022738_0215_B.png,1,0,1890,1280,1,1963,1535,0,0.2949
38,CE4_GRAS_PCAML-C-003_SCI_N_20190708044006_20190708044006_0048_B.png,CE4_GRAS_PCAMR-C-015_SCI_N_20211030022738_20211030022738_0215_B.png,2,0,1827,1527,1,1869,1265,0,0.2949
39,CE4_GRAS_PCAML-C-006_SCI_N_20220922062019_20220922062019_0258_B.png,CE4_GRAS_PCAML-C-018_SCI_N_20230615040817_20230615040817_0296_B.png,0,1,1134,216,1,1543,354,0,0.3933
39,CE4_GRAS_PCAML-C-006_SCI_N_20220922062019_20220922062019_0258_B.png,CE4_GRAS_PCAML-C-018_SCI_N_20230615040817_20230615040817_0296_B.png,1,0,2068,1072,1,913,1365,-1,0.3933
39,CE4_GRAS_PCAML-C-006_SCI_N_20220922062019_20220922062019_0258_B.png,CE4_GRAS_PCAML-C-018_SCI_N_20230615040817_20230615040817_0296_B.png,2,1,577,1134,1,1921,262,-1,0.3933
40,CE4_GRAS_PCAML-C-046_SCI_N_20190228095233_20190228095233_0011_B.png,CE4_GRAS_PCAMR-C-007_SCI_N_20190228082423_20190228082423_0011_B.png,0,1,819,1110,0,1354,740,0,0.1323
40,CE4_GRAS_PCAML-C-046_SCI_N_20190228095233_20190228095233_0011_B.png,CE4_GRAS_PCAMR-C-007_SCI_N_20190228082423_20190228082423_0011_B.png,1,1,1942,1080,0,1249,1303,0,0.1323
40,CE4_GRAS_PCAML-C-046_SCI_N_20190228095233_20190228095233_0011_B.png,CE4_GRAS_PCAMR-C-007_SCI_N_20190228082423_20190228082423_0011_B.png,2,0,1984,1326,1,577,686,-1,0.1323
